story_key,comparison_type,variant,semantic_similarity_sbert,delta_cli,delta_aoa,delta_concreteness,delta_imageability,delta_fk_grade,delta_mtld,delta_tier2_proxy_token_ratio
copyright,llm_simplification,openai::openai/gpt-5.2::zero_shot::temp=0.5,0.8901509046554565,0.7219242164104476,-25.076923076923094,6.154651777454717,10.892004400701694,-4.306490293335862,-20.900978983550175,-0.025332726150953375
copyright,llm_simplification,openai::openai/gpt-5.2::few_shot::temp=0.0,0.9338595867156982,0.254348252082776,-19.60638297872339,-0.6199341438703527,-1.781196485219425,-2.8955507645626213,-2.005552473911692,-0.01997339623158992
copyright,llm_simplification,openai::openai/gpt-5.2::few_shot::temp=0.2,0.9199137091636658,0.1875025952951066,-25.438775510204096,-6.136483827327538,-4.515434314429285,-4.732494832607404,-15.561307306905604,-0.02200066375352619
copyright,llm_simplification,openai::openai/gpt-5.2::few_shot::temp=0.5,0.9274206161499023,0.4651488615433228,-31.93396226415092,-0.3268389057751051,-1.0258590248540145,-3.0698097082986564,-7.7888628208686015,-0.013760808798557955
copyright,llm_simplification,openai::openai/gpt-5.2::chain_of_thought::temp=0.0,0.9258492588996887,0.3620656934267046,-25.703703703703695,-0.6258865248227039,-1.1044453034402864,-3.020976178577378,0.17345409985642846,-0.028911911809737678
copyright,llm_simplification,openai::openai/gpt-5.2::chain_of_thought::temp=0.2,0.9634721279144287,0.36654602874243636,-22.372727272727275,0.7484724495362798,0.39536707929892145,-4.037422692397115,-10.991591393393549,-0.021642548870271644
copyright,llm_simplification,openai::openai/gpt-5.2::chain_of_thought::temp=0.5,0.9416245818138123,0.055631655749402764,-20.386792452830207,-5.935410334346557,-7.3318665868201265,-2.7883492493903113,7.725090502739732,-0.02531018924677278
crowdfunding,llm_simplification,openai::openai/gpt-5.2::zero_shot::temp=0.0,0.8919994831085205,1.030941577942314,-52.93267882187939,8.216002787132709,3.182925631201499,-4.2870334262911705,16.254777973417617,-0.009303550389027943
crowdfunding,llm_simplification,openai::openai/gpt-5.2::zero_shot::temp=0.2,0.9034729599952698,1.2359021469665372,-52.78674948240166,12.762340201534016,9.246694644898241,-4.012167601408631,14.94747457804111,-0.009519456922785385
crowdfunding,llm_simplification,openai::openai/gpt-5.2::zero_shot::temp=0.5,0.843384861946106,1.3286528885701296,-58.80930587337912,13.540036197965378,8.550418447293453,-3.9391676198499326,22.174743244068594,-0.01256487682540753
crowdfunding,llm_simplification,openai::openai/gpt-5.2::few_shot::temp=0.0,0.8649612069129944,0.850306852328832,-34.862207357859575,10.225496458018767,6.168701071926932,-3.694049493157312,18.257443970013753,-0.022060631984173656
crowdfunding,llm_simplification,openai::openai/gpt-5.2::few_shot::temp=0.2,0.8605012893676758,0.9036395921408416,-39.44602698650675,11.177859327217107,4.474732471683694,-4.037616029585479,28.362707248524316,-0.007000445816380076
crowdfunding,llm_simplification,openai::openai/gpt-5.2::few_shot::temp=0.5,0.8518797755241394,1.0093598489332076,-27.317255434782624,17.51370091137551,13.113960113960161,-2.983953744460745,25.20095293709258,-0.014347408019703432
crowdfunding,llm_simplification,openai::openai/gpt-5.2::chain_of_thought::temp=0.0,0.8917783498764038,0.9979961404269386,-36.80262249827467,13.285013258557058,9.191974298357309,-3.8798155320099035,21.336198104996583,-0.014537375820161257
crowdfunding,llm_simplification,openai::openai/gpt-5.2::chain_of_thought::temp=0.2,0.8535911440849304,0.9659246812159442,-36.231884057971,10.968170152511846,10.120883951744531,-4.348800921057165,15.194526340982804,-0.020526046551283136
crowdfunding,llm_simplification,openai::openai/gpt-5.2::chain_of_thought::temp=0.5,0.867378830909729,1.3261409412146814,-54.35677749360616,14.023337675656194,11.347014895761447,-4.869285376607589,21.84611227904128,-0.015105057192896745
everest,llm_simplification,openai::openai/gpt-5.2::zero_shot::temp=0.0,0.9346451759338379,-0.1996882411320803,-13.989576213260477,-11.255768960180092,-10.241286942769591,-3.0694945938510827,-0.44527261747339253,-0.03760795642622852
everest,llm_simplification,openai::openai/gpt-5.2::zero_shot::temp=0.2,0.9593615531921387,-0.2089907714343728,-13.847002312755762,-11.819658719027586,-10.085521128981384,-2.7265944974091383,-4.215522382782041,-0.04016860332649806
everest,llm_simplification,openai::openai/gpt-5.2::zero_shot::temp=0.5,0.9192087650299072,-0.21417254123209065,-14.62115516062886,-12.953751065643644,-9.9100158060063,-2.689471283343103,-0.7676640921538933,-0.038277511961722493
everest,llm_simplification,openai::openai/gpt-5.2::few_shot::temp=0.0,0.9325176477432251,0.08516097945833434,-7.515099358472867,-1.8553004966048547,0.1573168126468545,-2.5738255321687973,0.06546970142878195,-0.023842072714253162
everest,llm_simplification,openai::openai/gpt-5.2::few_shot::temp=0.2,0.9370800256729126,0.1354512098435793,-11.519480519480567,-2.923547064851448,0.5520013328335267,-3.09635782518135,0.6645984406911793,-0.03914819516323276
everest,llm_simplification,openai::openai/gpt-5.2::few_shot::temp=0.5,0.916228175163269,-0.07329178541006667,-15.15707265707266,-8.59002229654402,-7.325026141512751,-3.207002553002553,-10.679616467630709,-0.05074886192000169
everest,llm_simplification,openai::openai/gpt-5.2::chain_of_thought::temp=0.0,0.9278057813644409,-0.19009642075985536,-9.520602853936225,-9.619587933306093,-7.869089789003567,-3.425620642548015,6.069622268945693,-0.044657097288676235
everest,llm_simplification,openai::openai/gpt-5.2::chain_of_thought::temp=0.2,0.9394568204879761,-0.18970488322078347,-11.981396981396983,-10.087996843162614,-9.283912719660236,-2.889365274008867,-11.572133508086637,-0.032563096668858704
everest,llm_simplification,openai::openai/gpt-5.2::chain_of_thought::temp=0.5,0.941974401473999,-0.1805622731347347,-4.487329743427324,-7.367587893750283,-5.624090128009584,-3.2287450350282185,-1.7593110612468763,-0.04213645671390981
loterry,llm_simplification,openai::openai/gpt-5.2::zero_shot::temp=0.0,0.9522448182106018,0.7556101793906527,-39.20961538461535,-0.4041930379747214,7.75,-2.5688800978560877,12.688877184471167,-0.03767660910518053
loterry,llm_simplification,openai::openai/gpt-5.2::zero_shot::temp=0.2,0.9300867319107056,0.9408874591083418,-47.51730769230767,2.092188540972643,8.319696969696963,-2.7228681669054104,17.088708601326417,-0.04076156401737797
loterry,llm_simplification,openai::openai/gpt-5.2::zero_shot::temp=0.5,0.9321779012680054,1.1965965315199574,-46.057558139534876,9.139079255018942,15.620588235294122,-2.520739030639483,-0.16045154169557918,-0.02726786107874933
loterry,llm_simplification,openai::openai/gpt-5.2::few_shot::temp=0.0,0.9348971843719482,0.7148610880041231,-38.89999999999998,-0.3696045286579306,5.96264367816093,-3.0391352332132158,9.248602243496634,-0.031295465098282
loterry,llm_simplification,openai::openai/gpt-5.2::few_shot::temp=0.2,0.9309872984886169,0.8535085496256869,-33.08690476190475,5.402361840074093,11.960227272727252,-3.1683813477544156,-3.712827189271877,-0.0347611572101368
loterry,llm_simplification,openai::openai/gpt-5.2::few_shot::temp=0.5,0.9416682720184326,0.8639440446202633,-52.58175675675676,-1.2702256466703261,3.75,-3.034741790590264,-5.55851840368463,-0.041921041921041916
loterry,llm_simplification,openai::openai/gpt-5.2::chain_of_thought::temp=0.0,0.9356732368469238,0.796483723549726,-44.5,-0.7740933447231555,6.094827586206918,-3.0636480908152706,6.082850110283701,-0.04657551750575006
loterry,llm_simplification,openai::openai/gpt-5.2::chain_of_thought::temp=0.2,0.9489349722862244,0.9097127085882324,-44.66710526315791,3.8860759493670685,7.343023255813932,-2.8608491524863666,11.11298432591579,-0.030525030525030514
loterry,llm_simplification,openai::openai/gpt-5.2::chain_of_thought::temp=0.5,0.9454706907272339,0.6807991733874164,-31.527702702702697,2.658063455531817,7.147590361445793,-3.03015053714158,-1.3861871748308374,-0.029335881509794548
wnl 101 year old bottle message,llm_simplification,openai::openai/gpt-5.2::zero_shot::temp=0.0,0.9724161624908447,1.1719611979809446,-30.7479674796748,17.23298615603568,18.721563342318063,-3.477330395235967,-10.403982715348782,-0.011986872844587833
wnl 101 year old bottle message,llm_simplification,openai::openai/gpt-5.2::zero_shot::temp=0.2,0.9623013734817505,0.6830570153386105,-19.647967479674833,9.533868203770055,10.066801437556194,-3.3583974545796416,-6.268172378704236,-0.01616982350408954
wnl 101 year old bottle message,llm_simplification,openai::openai/gpt-5.2::zero_shot::temp=0.5,0.9627393484115601,1.0413891358370273,-22.204107830552005,17.771121749256054,18.29535318883518,-3.613525273787541,-12.689693030352181,-0.020919612736896957
wnl 101 year old bottle message,llm_simplification,openai::openai/gpt-5.2::few_shot::temp=0.0,0.9643994569778442,0.8477177843744258,-20.283055198973045,14.344612738738192,13.339695210449918,-3.372784763544473,-13.486111074261558,-0.013804008433188332
wnl 101 year old bottle message,llm_simplification,openai::openai/gpt-5.2::few_shot::temp=0.2,0.9621189832687378,0.9324126804760401,-21.820039551746902,14.720852877157483,15.982907880133212,-3.409952993018237,-7.434516788140307,-0.01919484401270316
wnl 101 year old bottle message,llm_simplification,openai::openai/gpt-5.2::few_shot::temp=0.5,0.9490180015563965,0.7784472166498017,-22.32639885222386,10.675730237839844,11.690869136925073,-2.8457340674439493,-6.837500789647379,-0.013687449826063687
wnl 101 year old bottle message,llm_simplification,openai::openai/gpt-5.2::chain_of_thought::temp=0.0,0.9730545282363892,0.782149833689607,-11.704107830552005,14.554938253411535,16.405773868633844,-3.815604818609806,-13.521538875548416,-0.018171003146826313
wnl 101 year old bottle message,llm_simplification,openai::openai/gpt-5.2::chain_of_thought::temp=0.2,0.9735361933708191,0.946223879320821,-21.85907859078594,15.899500553364135,15.57715340442985,-3.9280977536502597,-9.022361267870473,-0.006169271749509979
wnl 101 year old bottle message,llm_simplification,openai::openai/gpt-5.2::chain_of_thought::temp=0.5,0.9739083647727966,0.5471870131581162,-11.888318356867785,9.085428828019758,9.671356302980598,-3.6272913812410295,-2.9771418600371504,-0.00693069306930693
wnl billionaires,llm_simplification,openai::openai/gpt-5.2::zero_shot::temp=0.0,0.9376477599143982,-0.07857263033485817,-16.416048237476843,-11.502400698384974,-5.933921568627454,-3.5108418690686456,-36.28639668769745,-0.0211289726533629
wnl billionaires,llm_simplification,openai::openai/gpt-5.2::zero_shot::temp=0.2,0.9476932287216187,-0.08197330757591748,-17.621702339472392,-11.503799335349697,-7.0058341369334585,-3.771871194662708,-39.91418943253848,-0.017687798421027752
wnl billionaires,llm_simplification,openai::openai/gpt-5.2::zero_shot::temp=0.5,0.9553464651107788,0.1747247407683742,-22.01020408163265,-6.53974073941265,-2.200163832111116,-3.727948399753199,-30.4889645751729,-0.0228544818499841
wnl billionaires,llm_simplification,openai::openai/gpt-5.2::few_shot::temp=0.0,0.94576096534729,0.09519152305121337,-17.645672061928224,-7.639743958573092,-1.818750964952926,-3.033865516230655,-34.25565785096828,-0.01524064171122995
wnl billionaires,llm_simplification,openai::openai/gpt-5.2::few_shot::temp=0.2,0.9441008567810059,0.07746890497707637,-19.472483375372633,-9.095129334067167,-2.7611287758346634,-2.979831901806307,-27.50639900157728,-0.014817668207498719
wnl billionaires,llm_simplification,openai::openai/gpt-5.2::few_shot::temp=0.5,0.929513692855835,0.1400977765377197,-19.76856274424665,-6.9282029706592425,-1.8578536508437082,-3.6072304189019917,-32.273407144387875,-0.016415305124982547
wnl billionaires,llm_simplification,openai::openai/gpt-5.2::chain_of_thought::temp=0.0,0.9443566203117371,0.02806834417529025,-18.58007985803016,-8.85604945540183,-4.714674256799526,-3.5385439788670396,-42.372515825926754,-0.012258123402701718
wnl billionaires,llm_simplification,openai::openai/gpt-5.2::chain_of_thought::temp=0.2,0.9376742243766785,0.2417302176031172,-22.249886621315227,-5.04800930433845,-0.4388906225620417,-4.446203597681247,-35.486885794784115,-0.016555801921655584
wnl billionaires,llm_simplification,openai::openai/gpt-5.2::chain_of_thought::temp=0.5,0.936115562915802,0.04666091362776881,-18.870593692022283,-8.474300810275963,-4.365819842923543,-3.666976616832123,-32.68792128058139,-0.01669417319946821
wnl experience,llm_simplification,openai::openai/gpt-5.2::zero_shot::temp=0.0,0.9414559602737427,0.3620043020310446,-4.520125786163533,9.35769377261471,5.9313497121258365,-1.7848353535317294,-16.673579583573385,-0.0011820667654095958
wnl experience,llm_simplification,openai::openai/gpt-5.2::zero_shot::temp=0.2,0.8802461624145508,0.5711873953440669,-7.722858026600704,13.032863618446981,10.458337107146065,-2.6090957680185944,-11.547756161116624,-0.005768314118032594
wnl experience,llm_simplification,openai::openai/gpt-5.2::zero_shot::temp=0.5,0.94241863489151,0.474061112505052,-4.974511751075795,11.812758001068403,8.871861666292375,-2.6919351946808447,-17.342321560194833,-0.0024195429104477625
wnl experience,llm_simplification,openai::openai/gpt-5.2::few_shot::temp=0.0,0.921075701713562,0.7433312202250992,-10.467437614120513,15.93419740777665,14.211503039233719,-2.630506994324797,-14.23984684643061,-0.007276499376842875
wnl experience,llm_simplification,openai::openai/gpt-5.2::few_shot::temp=0.2,0.8906611204147339,0.7821447411220903,-10.011792452830207,18.240920096852278,14.393027014546306,-2.823159427103832,-21.280607422001324,-0.009129148916607925
wnl experience,llm_simplification,openai::openai/gpt-5.2::few_shot::temp=0.5,0.8979249000549316,0.5152495786947819,-4.446114486728504,13.749720751784764,9.553689635257001,-2.7611251181669125,-7.609335396786335,-0.003993645633220039
wnl experience,llm_simplification,openai::openai/gpt-5.2::chain_of_thought::temp=0.0,0.9433678388595581,0.3266530833352215,0.26320754716977035,10.054533076670282,7.183190215977106,-2.5887810800602082,-8.833993820192177,-0.0032534198079809708
wnl experience,llm_simplification,openai::openai/gpt-5.2::chain_of_thought::temp=0.2,0.9307847023010254,0.46200684901143685,-9.06223104932144,9.70210022107591,7.0892578701167395,-2.883350214064503,-8.127537719467568,-0.00746268656716418
wnl experience,llm_simplification,openai::openai/gpt-5.2::chain_of_thought::temp=0.5,0.9316622614860535,0.618768065465418,-8.007482108002648,15.596320793716416,10.282059926671991,-3.4826445685823195,-2.338435760832297,-0.012884026196700118
wnl ten ideas,llm_simplification,openai::openai/gpt-5.2::zero_shot::temp=0.0,0.8900012969970703,0.48582648645761095,-6.988446726572533,4.6299418021272345,14.333968926553666,-1.7191996425239182,-30.95508727307194,-0.02960510017011577
wnl ten ideas,llm_simplification,openai::openai/gpt-5.2::zero_shot::temp=0.2,0.9149935245513916,0.279969324124808,-3.0998298355076486,1.4422348484848726,10.050880691259579,-2.7866895086104435,-37.59146777694909,-0.04093288910042836
wnl ten ideas,llm_simplification,openai::openai/gpt-5.2::zero_shot::temp=0.5,0.8963805437088013,0.13948584979654077,1.0286585365853966,-2.196676441837724,9.542200633870777,-1.9057723594960585,-29.076548878896773,-0.024659039493245424
wnl ten ideas,llm_simplification,openai::openai/gpt-5.2::few_shot::temp=0.0,0.9152417778968811,0.16578430024385682,-9.671341463414592,-3.277263654509113,3.738787362307903,-2.7026942140184893,-51.37630645219011,-0.04303483339890445
wnl ten ideas,llm_simplification,openai::openai/gpt-5.2::few_shot::temp=0.2,0.8858274221420288,0.3428526253815978,-3.889931207004338,1.913844325609034,12.106131503240817,-2.3254444027958456,-16.431215103346716,-0.01753497553858037
wnl ten ideas,llm_simplification,openai::openai/gpt-5.2::few_shot::temp=0.5,0.9006463289260864,0.355499456511879,-7.551103368176541,3.2373737373737868,8.789098984357167,-3.007606176974523,-27.282501041802504,-0.026685942017660384
wnl ten ideas,llm_simplification,openai::openai/gpt-5.2::chain_of_thought::temp=0.0,0.8968570232391357,-0.197042501885758,3.325880758807614,-7.28923970241334,-0.6199103837911366,-2.3588812757700666,-23.050731417164883,-0.042269787496150284
wnl ten ideas,llm_simplification,openai::openai/gpt-5.2::chain_of_thought::temp=0.2,0.9143430590629578,0.5342187168173851,-11.390785907859083,5.587121212121247,12.5310433946388,-3.242346509119116,-50.37108410898654,-0.04027792446851849
wnl ten ideas,llm_simplification,openai::openai/gpt-5.2::chain_of_thought::temp=0.5,0.9293184280395508,0.38687957088303326,-14.446341463414626,0.3659267089499849,7.692897497982244,-2.435289548756682,-55.91603456127382,-0.031474139757285954
wnl why we should,llm_simplification,openai::openai/gpt-5.2::zero_shot::temp=0.0,0.8474941253662109,0.615926182383009,-30.10947775628631,6.601618724707464,1.5319912222116727,-6.055054137766717,-42.03529586022222,-0.03264495429197117
wnl why we should,llm_simplification,openai::openai/gpt-5.2::zero_shot::temp=0.2,0.7707607746124268,0.3428074915899989,-24.655287569573318,0.5444923809321836,-2.2991658074795964,-6.118105646771575,-51.14669408282589,-0.03422218756903564
wnl why we should,llm_simplification,openai::openai/gpt-5.2::zero_shot::temp=0.5,0.8302946090698242,0.5973946407299537,-19.0443181818182,11.15237712781385,4.895939878977174,-5.709137451876941,-50.37862280105608,-0.033052876665211464
wnl why we should,llm_simplification,openai::openai/gpt-5.2::few_shot::temp=0.0,0.7683016061782837,0.41131317182496874,-33.901818181818214,-1.223760616643574,-4.3353227551388045,-6.189167689821446,-24.919184278645403,-0.0278938715062063
wnl why we should,llm_simplification,openai::openai/gpt-5.2::few_shot::temp=0.2,0.8152285814285278,0.4456550140596922,-26.511229946524054,3.334265849343865,-1.16117021276591,-6.126791405123043,-25.420231607460977,-0.03207983658602613
wnl why we should,llm_simplification,openai::openai/gpt-5.2::few_shot::temp=0.5,0.8237415552139282,0.464440627863148,-39.085984848484884,-1.4936338885329405,-5.401476335214909,-5.983407869990057,-44.13067030653755,-0.024326698963964513
wnl why we should,llm_simplification,openai::openai/gpt-5.2::chain_of_thought::temp=0.0,0.7582153677940369,0.21503159387473292,-22.47201426024958,-1.327182520751819,-5.22636629119728,-6.25463470501419,-26.023989912069425,-0.022803153257593314
wnl why we should,llm_simplification,openai::openai/gpt-5.2::chain_of_thought::temp=0.2,0.8172261714935303,0.4421668435156356,-23.181818181818187,5.180554423155343,-0.4722697978281758,-5.415530086373597,-36.09305363007741,-0.03043762404995884
wnl why we should,llm_simplification,openai::openai/gpt-5.2::chain_of_thought::temp=0.5,0.8480484485626221,0.29134944341382396,-23.502651515151513,0.7446364195902788,-4.122656699252445,-5.987419253133744,-46.2742300780927,-0.027262655306127828
wnl are you a bad boyfriend,llm_simplification,openai::openai/gpt-5.2::zero_shot::temp=0.0,0.9309980869293213,0.2835868140974658,-21.151583710407238,-3.9076086956521863,1.4144302882443753,-2.132441505422296,-14.131458391867795,8.175500749420944e-05
wnl are you a bad boyfriend,llm_simplification,openai::openai/gpt-5.2::zero_shot::temp=0.2,0.9233664870262146,0.1912092246242657,-15.982352941176487,-4.02043641100795,0.8942032500606842,-2.0895712140784752,-19.776497176669395,0.00996696422295635
wnl are you a bad boyfriend,llm_simplification,openai::openai/gpt-5.2::zero_shot::temp=0.5,0.8987867832183838,0.11115354596187421,-13.868839427662977,-5.465668804941799,-0.13580217587531251,-2.061631453941036,-19.183911667145665,0.006173349869091911
wnl are you a bad boyfriend,llm_simplification,openai::openai/gpt-5.2::few_shot::temp=0.0,0.9384053349494934,0.13003631510150904,-17.068067226890776,-7.217005858772723,-0.059790872301107356,-2.077312543594509,-6.97469054352301,-0.0027115410818912625
wnl are you a bad boyfriend,llm_simplification,openai::openai/gpt-5.2::few_shot::temp=0.2,0.8932702541351318,0.17678458718292067,-10.652623211446723,-2.396161809205296,2.752097986902754,-1.782804336757284,-15.873333117906611,-0.0017751065762806606
wnl are you a bad boyfriend,llm_simplification,openai::openai/gpt-5.2::few_shot::temp=0.5,0.9276213645935059,0.3544867486101134,-17.89586645468995,-1.8960467410273623,5.532374435600275,-2.093736504735272,-28.17928110878134,-0.005030055966282039
wnl are you a bad boyfriend,llm_simplification,openai::openai/gpt-5.2::chain_of_thought::temp=0.0,0.94846510887146,0.32944820016812826,-12.132352941176464,0.9864969954047638,6.076790559455617,-2.1068206026768017,-12.695581640163383,-0.005432658977752566
wnl are you a bad boyfriend,llm_simplification,openai::openai/gpt-5.2::chain_of_thought::temp=0.2,0.9459953904151917,0.1655386717713756,-11.277089783281724,-2.4129717319557926,1.748181798327039,-1.3276874666750977,-3.898362049690917,0.0012778767586164516
wnl are you a bad boyfriend,llm_simplification,openai::openai/gpt-5.2::chain_of_thought::temp=0.5,0.9407240152359009,0.12594437720199148,-10.029411764705856,-4.070715898332253,2.231594120601926,-1.967727146042364,-19.501369936170164,-0.010378556910569107
wnl shark,llm_simplification,openai::openai/gpt-5.2::zero_shot::temp=0.0,0.9395459890365601,-0.547032050642683,-2.6824661439771944,-14.697010397610143,-15.624467722704821,-4.523324838005447,-12.220162477075661,-0.03673469387755103
wnl shark,llm_simplification,openai::openai/gpt-5.2::zero_shot::temp=0.2,0.9437379240989685,-0.6087015965320818,-6.002341920374704,-17.23422850786585,-18.871447986162593,-4.398204427562895,-17.60056223141241,-0.03259651467639953
wnl shark,llm_simplification,openai::openai/gpt-5.2::zero_shot::temp=0.5,0.9377554655075073,-0.7351849500896396,2.926229508196741,-15.82352379360566,-19.586414206247355,-4.47295285306345,-26.978012012062365,-0.0252755647713631
wnl shark,llm_simplification,openai::openai/gpt-5.2::few_shot::temp=0.0,0.9291576743125916,-0.28873350200656056,2.39765807962533,-4.5522929077216645,-8.2346871514045,-4.458225914170768,-8.585865745789405,-0.0462163626512552
wnl shark,llm_simplification,openai::openai/gpt-5.2::few_shot::temp=0.2,0.9447751045227051,-0.6852083061091271,3.7052992756385947,-16.05488889902813,-16.354010025062678,-4.1385397213770645,-11.998980499887764,-0.03816326530612245
wnl shark,llm_simplification,openai::openai/gpt-5.2::few_shot::temp=0.5,0.9350743293762207,-0.6142988160780226,1.0484517304189467,-16.57194060419863,-14.430111493687491,-4.5190412258996915,-9.627197015139245,-0.04015318973937182
wnl shark,llm_simplification,openai::openai/gpt-5.2::chain_of_thought::temp=0.0,0.9517303705215454,-0.4900704438757979,-4.232861400894194,-13.944083081604276,-14.681146359048284,-4.320701262075616,-12.559675269598927,-0.03382273772818481
wnl shark,llm_simplification,openai::openai/gpt-5.2::chain_of_thought::temp=0.2,0.9427998661994934,-0.6665034902665251,2.578403421240239,-17.151738583996632,-15.310901151557289,-4.388485442843908,-12.04674447874848,-0.033045894414103674
wnl shark,llm_simplification,openai::openai/gpt-5.2::chain_of_thought::temp=0.5,0.939293384552002,-0.7318071931837519,-5.073770491803259,-18.445365575561766,-23.103487376979047,-4.543313376342237,-18.03849081612421,-0.021321160042964554
