story_key,comparison_type,variant,semantic_similarity_sbert,delta_cli,delta_aoa,delta_concreteness,delta_imageability,delta_fk_grade,delta_mtld,delta_tier2_proxy_token_ratio,tier2_types_retained,tier2_types_removed,tier2_types_added,low_frequency_tier2_types_retained
cigarettes,human_reference,human::elementary,0.9480903744697571,-0.3129040073985191,-18.591331269349837,-24.574442435201945,-17.124844204403814,-4.261790794979081,-27.6417318259856,-0.06656880421011598,adult; electronic; european; harmful; important; introduction; need; reduce,advance; array; association; basis; benefit; broadly; clarify; compulsory; demand; directive; effective; evidence; expanding; following; further; group; however; increase; increasingly; inform; instance; manufacture; needed; organization; present; process; promotion; proportionate; proposed; support; table; targeting; trend; use; useful; voluntary,example; necessary,adult; electronic; harmful; introduction; reduce
coal to challenge oil,human_reference,human::elementary,0.8710677623748779,0.3646421716716217,-16.83704453441294,2.825090861889919,3.4102631578947467,-4.177959828649637,-22.653979599121456,-0.04230243773970009,change; climate; demand; efficient; experience; increase; inefficient; international; note; produce; production; reduce; report; research; source; term; use; within,abundant; accessible; allocation; allowance; combined; consumption; conventional; current; decline; economics; encourage; equivalent; flexible; global; globally; growth; incentive; increased; increasing; intensive; likelihood; likely; marked; mean; needed; particularly; permit; potentially; result; scheme; seek,available; extract; reduced,efficient; experience; inefficient; international; note; produce; production; report; research; source; term; within
copyright,human_reference,human::elementary,0.976621150970459,0.6539111587424297,-33.911764705882376,5.0331610942249085,2.1795463805513577,-2.287435221783049,-14.111369843868118,-0.0320660252994138,achieve; article; author; creative; creatively; dialogue; existing; group; index; influence; level; mp; need; poverty; society; subject; technology,acquired; analogue; approach; collected; content; critical; data; default; distribute; emerge; established; form; highly; independent; intellectual; principle; robust; scale; science; technical,change; discuss; organization; strongly; support,achieve; author; creatively; dialogue; existing; group; influence; level; poverty; society; subject; technology
crowdfunding,human_reference,human::elementary,0.8555333018302917,1.0665746539641652,-62.36703741152684,2.604089856812095,1.3559890994673651,-2.5814081912537326,-1.5161875115926335,-0.011122312920745385,activity; alternative; change; example; experience; finding; ground; international; project; successful; test; use; within,access; card; commercially; complex; conventional; efficient; expansion; focused; generate; growth; innovative; invention; known; limited; production; rejected; testing; transaction; validate; vital; weight; whole,european; group; important; increased; present; produce,activity; alternative; change; experience; finding; ground; international; successful
denmark,human_reference,human::elementary,0.9357931613922119,0.05418006080961735,-6.600979192166449,-1.8087235505309422,-1.7490268223751286,-1.5711929132089253,-30.037865956679155,-0.008288654554694446,active; current; goal; population; profile; rate; relationship; response,farming; low; maintain; potential; previous; prioritize; report; specify; taboo,given; planning; positive; subject,active; current; goal; population; rate; relationship; response
everest,human_reference,human::elementary,0.8071264028549194,-0.026816630174219647,-10.30735930735932,-5.95479808639368,-7.107513332942631,-1.6830695912274862,-29.836489951864593,-0.014395640112776553,agriculture; base; both; change; changing; climate; combination; completed; continued; erosion; fixed; human; need; planning; previous; provide; region; waste,address; challenge; class; condition; degradation; demand; environmental; exponential; finding; flow; following; further; harvesting; identify; impact; include; increased; infrastructure; language; level; modern; network; numerous; potential; rapid; sector; sequence; western,effect; future; group; increase; study; trained; use,agriculture; both; changing; combination; completed; continued; erosion; need; planning; previous; provide
exercise,human_reference,human::elementary,0.9240710735321045,0.11957057877166516,-18.082341269841265,-5.803694189602481,-5.887705646954203,-3.0311282376060547,-15.001965705362068,-0.0394743596324624,benefit; capacity; change; correctly; educated; effect; effective; experiment; forum; group; improved; increased; maximum; need; short; system; testing; trained; university,acquisition; aim; attempt; consumption; control; effectively; extensive; finding; following; history; indicator; instance; intensity; level; measured; method; moderate; moderately; monitoring; network; overall; publish; published; range; reduce; research; significant; stationary; therefore; unattainable; undertake; universal; volume,activity; basis; example; increase; intensive; tested; use,benefit; change; educated; experiment; forum; improved; increased; maximum; short; system; testing; university
facebook deserted by millions of users,human_reference,human::elementary,0.9122357368469238,-0.20758217788852495,3.7941176470588402,-9.75508673230189,-0.37559085625730404,-1.8505244884888938,-24.18901908948557,-0.045224518888096935,alternative; analysis; directly; european; global; growth; information; network; population; sharing; similar; social; total,acquired; authoritative; base; compensate; data; declining; developed; expansion; factor; fraction; further; increasing; independent; particularly; performance; rapidly; rate; relatively; research; significant; source; substitute; suggest; sustained; switching; usage; user,increase; increased; initiative; use,european; global; information; population; sharing; similar
false memory,human_reference,human::elementary,0.8180346488952637,0.6015513359417946,-36.89999999999998,-1.780055636187683,2.0128510817349934,-4.1951688301563195,-19.382507468113715,-0.05221097113124969,associate; association; change; complex; evidence; experience; experiment; explore; form; future; human; identical; important; individual; information; institute; involve; known; research; researcher; similar; study; technology; understanding; university,activate; activity; actual; apparent; assumed; basis; both; colleague; construct; contain; control; distinguish; documented; elaborate; encode; environment; equivalent; ethical; example; express; formation; further; given; imply; independent; integrated; internal; learned; level; modified; multiple; need; neural; neuroscientist; occur; ongoing; perspective; phenomenon; philosophy; potential; process; reactivate; realm; recognized; related; relevant; rely; response; ritualized; science; specific; technique; typical; unit; whereby; within,changing; difference; however; received; use,change; experience; explore; form; future; human; identical; information; institute; involve; research; researcher
ferguson,human_reference,human::elementary,0.8958584070205688,0.04372485485896699,-5.423913043478251,-3.9454119026678427,0.8484506340851681,-2.4422776591779822,-0.05298465858909651,-0.008803330319909014,both; condition; continued; experience; future; general; given; history; important; level; organization; planning; present; quality; successful; support; vision; working,changing; class; conduct; contribution; emotional; ensure; essential; express; figure; global; joint; nature; numerous; particular; privileged; professional; shape; stability; stated; structure; successor; term; view; within,professionalism,condition; continued; experience; given; history; organization; planning; present; successful; vision
fitness,human_reference,human::elementary,0.8697702288627625,0.2745730849879826,-23.88930481283427,-5.658747958628226,-1.9934117599580645,-1.8346342506735809,-34.044636150813545,-0.010906371691404702,class; discuss; formal; general; group; need; weight,attitude; diminishing; directly; gain; given; known; largely; locally; motor; particularly; previous; university; use,practical,discuss; formal; general
food shortages,human_reference,human::elementary,0.9339122772216797,0.35797681754822386,-27.87780898876406,-4.656665103922478,-1.698382406397684,-4.9793548742346125,-5.729712972257005,-0.08598767500872051,developing; future; global; governmental; increase; increased; increasing; institute; international; limited; need; population; produce; production; report; total; waste,additional; address; agriculture; allocate; available; century; climate; common; considerable; current; currently; demand; depend; derive; develop; essential; expected; general; generate; household; impact; include; increasingly; insecurity; intensify; limiting; locally; management; proportion; regional; relevant; reliable; rely; research; scale; scarcity; separate; system; technology; western,change; changing; discuss; farming; given; limit; percentage,governmental; increased; increasing; limited; produce; total
gangs,human_reference,human::elementary,0.8623535633087158,0.340333649619468,-16.255977229601513,2.048798560389514,3.164208567614594,-1.2818470678934801,-5.362465299733017,-0.04137183575842137,control; effect; experience; group; particularly; primary; project; scheme; support; system; term; voluntary; working,act; approach; climate; commitment; criminality; critical; current; developed; diagram; distinct; dual; economic; engage; given; hierarchy; highly; index; individual; lack; likely; manipulation; model; needed; network; offence; overall; practice; prevalent; recruitment; related; report; territorial; within,,control; group; particularly; primary; project; support; voluntary
gorillas and oil,human_reference,human::elementary,0.9139294624328613,0.48055485721511426,-22.755699177438316,5.124942407241747,2.5571062740076513,-2.4894298333761427,-33.18064947835674,-0.05862605420453615,accepted; affect; central; conflict; developing; environmental; erosion; eruption; exploration; future; global; heritage; important; international; natural; project; report; role; successful; support; valuable; whole,active; benefit; boundary; catalyst; climate; current; decline; development; economic; exploit; explore; further; generating; however; human; infrastructure; known; population; potential; present; provide; region; required; significance; social; sustainable; targeted; total; transform; trend; undertake; unstable; value,importance,accepted; affect; central; developing; erosion; eruption; global; important; natural; project; successful; valuable; whole
greeks and drugs,human_reference,human::elementary,0.9351624250411987,0.2932011465473596,-19.680397727272748,-2.081891891891871,0.326714036986516,-3.6729335051625007,-49.21710531765966,-0.013342353302331925,central; depression; economic; given; greek; knowledge; need; poverty; state; understanding,assumed; available; both; demand; destructive; eminent; engage; frequently; further; ground; incentive; increasingly; known; linked; marginalized; population; potential; preference; promote; protection; readily; response; similarly; society; specialized; tailor; trained; variant; weight; widespread,european; increased; international; monetary; related,central; depression; given; knowledge; poverty; understanding
hillsborough,human_reference,human::elementary,0.904780924320221,-0.10820825941817847,-6.273872511967738,-8.46720707442887,-5.785882531722507,-6.451113172541742,-27.164700703393528,-0.05383657438451958,association; control; emphasize; evidence; independent; inquiry; repeated; report; tested,above; alter; apply; both; central; changing; concerted; conjecture; crucial; culpability; established; failure; finding; further; general; given; ground; group; largely; marked; neglect; ordered; particular; procedure; profound; rationale; response; section; selected; subsequent; substantially; support; supported; sustained; thereby; unequivocal; unit; university; valid; verify,change; important; negative; published,association; control; emphasize; independent; repeated; tested
insects,human_reference,human::elementary,0.888451337814331,0.7371933257015983,-21.660000000000025,13.285541439806423,12.903856011013033,-2.107401112017108,-45.75710506514915,-0.007713193478231503,agricultural; agriculture; basic; common; contain; farming; group; harvesting; human; increase; international; organization; population; project; published; quality; reduce; source; study; taboo; use; valuable; waste,appreciation; benefit; consumption; contribution; conversion; critical; develop; environmental; factor; feature; given; globally; livestock; mean; premise; produce; rate; successfully; suggested; table; western,developing; discussion; environment; important; include; increasing; need,agricultural; agriculture; basic; common; contain; group; harvesting; international; organization; population; project; published; quality; reduce; source; study; taboo; use; valuable; waste
japan,human_reference,human::elementary,0.8821990489959717,0.34530053369903857,-26.650271370420626,-2.7029594446474334,-3.0823839146338514,-1.21802109010439,-18.4964159668979,-0.012451307975969945,both; code; coded; communication; connected; culture; focused; image; information; isolated; philosophy; product; shared; sharing; social; technology; view; visual,challenge; conception; develop; developing; device; enlightenment; focus; forum; frontier; globally; micro; need; net; present; range; simplified; solution; vision,,both; coded; connected; culture; focused; image; isolated; philosophy; product; shared; social; visual
japan menu,human_reference,human::elementary,0.8895677328109741,0.5364779236900883,-18.02246835443043,10.85281427412815,5.8528973462485965,-3.2248040754237515,-6.496111544020977,-0.006099390060993901,contained; example; global; group; international; ordered; report; similar; type,agricultural; attempt; cultural; culture; detailed; effect; eventual; expected; factor; given; guide; heritage; household; important; imposed; intangible; intention; known; lack; limit; myriad; obtain; origin; preference; produce; response; stated; undermine,corrected; result; sound; total,contained; example; global; international; report; type
kashmir,human_reference,human::elementary,0.7904157042503357,0.07007745440609947,-13.960407239819006,-6.584873232424968,-4.012566875593166,-2.3167035360195882,-23.971651069538638,-0.01645705354221947,anxiety; appropriately; change; code; common; cultural; direct; group; independence; independent; mean; mental; need; region; reliable; state,advance; advisory; article; avail; basic; both; ethics; focused; generally; heritage; infrastructure; language; largely; marked; normality; obligation; population; received; result; short; source; stimulate,encourage; mainly; valid,anxiety; appropriately; code; cultural; direct; independent; mean; mental; reliable
kate and william,human_reference,human::elementary,0.8848501443862915,-0.15555691837064534,5.918367346938794,-3.1054803944049354,-0.9973989595838475,-3.718177926049485,-61.169318692464,-0.025225573601443674,couple; future; maximum; published; within,assume; control; convey; disproportionate; following; further; highly; indicate; instance; internal; intrusive; legitimately; nature; necessary; ordered; ordering; outcome; partially; particularly; preliminary; publication; response; source,,maximum; within
kenya,human_reference,human::elementary,0.8422906398773193,-0.12983089962593442,-1.056818181818187,-2.8420618194591043,-6.9934599156118225,-4.41513026497098,-40.198705142532674,-0.03904033020896036,accepted; contact; evidence; extended; independence; inquiry; international; limit; period; result,account; archive; claim; colony; conflict; currently; describe; difficulty; documentation; documented; estimate; history; human; inherited; judgment; known; planning; potential; potentially; rejected; rely; significant; systematic; technical; understanding; undoubtedly; word,use; view,accepted; contact; extended; independence; inquiry; international; limit; period
liberia,human_reference,human::elementary,0.9394384622573853,0.9510312208570423,-31.083054626532885,17.35928950336239,13.086842105263145,-2.511706876899698,-15.525798269739184,-0.035840896199659675,central; collected; essential; farming; flow; growth; important; interest; knowledge; learned; need; particularly; positive; process; project; region; similar; society; solution; source; system; test; use; waste,access; agriculture; aspect; benefit; control; demographic; discrimination; distributed; emerging; enabling; environment; global; irrigate; lack; manual; model; monitor; needed; organization; potential; practice; predominantly; production; provide; quality; replicate; research; social; stable; strategic; support; survey; sustain; university; viable; widespread,common; mainly,central; collected; essential; flow; growth; important; knowledge; learned; need; particularly; process; similar; society; solution; system; test; use; waste
lie detector,human_reference,human::elementary,0.9008592367172241,0.9958286532800457,-50.77572663000791,4.135256944104242,7.600936905284698,-3.354527266264167,-43.49728088821459,-0.05624259055321862,basic; developed; include; measure; method; rate; reliable; research; technology; test; university; within,accurate; alternative; anxiety; ascertain; attempt; combined; confound; consensus; contrast; conventional; correctly; cultural; developing; device; experiment; extent; finding; further; however; improved; indicator; individual; information; invention; known; level; low; monitoring; movement; optimal; overall; participation; pragmatic; premise; provide; random; relatively; report; scientific; scientifically; significance; stress; subject; suggest; supported; total; unaffected; use; widely,monitor; whole,basic; include; measure; rate; technology; within
life expectancy,human_reference,human::elementary,0.9156075716018677,0.6684104998613394,-32.6413864104324,2.983782883782851,6.440369985222446,-3.0105836170347615,-5.704179797039103,-0.034243620195561056,adult; african; anxiety; central; change; database; depression; evidence; expectancy; fertility; general; global; increase; institute; mental; metrics; need; organization; population; progress; project; radical; reduced; result; study,absence; academic; assess; colleague; common; conventional; empirical; exception; expected; extent; figure; finding; focus; further; however; individual; information; instance; justification; likely; marginally; marked; mean; nonetheless; particularly; policy; prevailing; previously; publication; published; rapid; represent; respectively; shift; significant; statistics; stimulating; substantially; theme; undertaking,commonly; effect; example; important; increasing; reduction,anxiety; central; database; depression; fertility; general; institute; mental; metrics; organization; population; progress; radical; reduced
life on mars,human_reference,human::elementary,0.7691649198532104,0.44330594944321144,-31.53726708074538,1.55932816257166,-5.882065651268704,-2.5885637060898965,-14.025731327406731,-0.0190020769936724,adapt; basic; change; colony; element; firstly; human; include; need; present; primary; project; successful; support; system; total; understanding; whole,aim; anticipated; capacity; couple; developed; developing; development; directly; entry; equal; establish; existing; expected; feasible; formation; future; however; imperative; importance; instance; lecturer; map; nature; needed; nevertheless; perform; pioneering; related; reported; required; resilience; settlement; substantial; sum; technical; tested; theoretical; university; varied; vision; weight,achieve; example; improve; necessary; use,adapt; basic; change; element; firstly; present; primary; successful; total; understanding; whole
loterry,human_reference,human::elementary,0.928984522819519,0.7219545905882294,-16.756034482758594,14.564556962025279,15.91535433070868,-1.37989379528263,-9.75630888119106,-0.023143523143523137,economics; employ; employed; existing; likely; proportion; range; study; supported; table; total; voluntary,analysis; anticipated; author; domestic; effect; further; generating; however; measurable; need; product; purchased; report; research; transform; use,given; important; preferred; working,economics; employ; existing; likely; proportion; range; supported; table; voluntary
malala,human_reference,human::elementary,0.9585763812065125,0.21809059711510634,-7.806249999999977,2.017576347258398,4.143757648197209,-2.224886381824021,-15.52558262206469,-0.014322712290064356,central; change; continued; equality; female; general; group; history; international; representative; society,articulate; following; global; influence; intention; interpretation; multiple; need; recognition; response; symbol; targeted; unstated; use,suggested,central; change; continued; equality; female; general; group; history; international; representative
meteorite,human_reference,human::elementary,0.9522700309753418,1.0633996914848924,-44.05896805896805,11.353243925372396,12.365376827896512,-4.117491134345663,-29.501656276907696,-0.02726122707147375,above; central; ground; impact; state; suggested; test; total; whole; within,capability; economic; expected; forum; however; informed; international; language; linked; origin; particularly; reported; result; subsequently; system; valued; visible; volume,connected,above; central; ground; state; test; total; whole; within
midlife crisis,human_reference,human::elementary,0.8917949199676514,0.15398521880718397,-6.814692982456165,1.9689733593242522,1.0176847741844313,-1.6304171838857329,0.30000672952958496,-0.013600044544669954,emotional; equivalent; evidence; experience; female; human; international; male; radical; research; separate; similar; study; understanding; university; various,common; concept; decline; evolved; future; journal; known; literature; myth; particularly; pattern; produce; published; related; response; result; social; specific; subjective; suggest; tendency,equal; increased; level,equivalent; female; human; international; male; research; separate; similar; various
murderers beware,human_reference,human::elementary,0.9440302848815918,0.5876357909462613,-34.55936856554564,2.0705693664795604,-0.0685476815397692,-3.3049028867334407,-11.610940603899707,-0.022759601706970112,analysis; analyze; assisted; european; evidence; examine; group; helpful; institute; mean; method; need; system; traditional; university; use; virtual,aim; combined; complement; conventional; development; discovery; efficiently; enable; gain; german; increasingly; initial; initially; internal; particularly; potential; project; rejected; resonance; science; selected; state; substantiate; technique; undermine,change,analyze; assisted; european; evidence; examine; helpful; mean; need; virtual
nsa 2,human_reference,human::elementary,0.9316086173057556,0.2769462182151824,-14.15853976531946,3.1568965517241736,0.16593006629403817,-5.247246719025387,-37.28563750408526,-0.04160868827422365,act; center; data; database; german; increase; independent; information; international; relationship; state; strongly; support; transparency,access; acquired; activity; address; alternatively; challenge; communication; concern; consistent; direct; domestic; exceed; expressed; extensive; focus; fundamental; global; incidental; increased; intentional; judgement; limit; need; period; policy; practice; present; probable; proposed; provide; query; report; response; retain; separately; sponsored; subject; suggested; total; traditional; transitory; transmission; understanding; vital,example; important,center; german; increase; independent; international; relationship; state; strongly; support
nsa scandal,human_reference,human::elementary,0.9322675466537476,0.05742238224317808,-16.817543859649106,-7.262690672668214,-7.252172392691648,-2.175420552283505,-9.066309623970099,-0.03952636510776045,access; act; collected; content; control; data; direct; directly; document; electronic; history; important; include; information; introduction; knowledge; networking; prism; section; sharing; similar; social; targeting; user; valuable; variety; within,acquired; acquisition; assistance; both; breadth; collectively; consent; contained; continuing; currently; dissemination; distribution; enable; ensure; example; extensive; extent; inability; individual; level; material; minimize; nature; obtain; organization; participating; participation; perform; presentation; previously; refer; review; scale; scheme; significant; specifically; subject; targeted,change; communicate; increase; safeguard; use,control; electronic; important; introduction; networking; section; sharing; similar; social; valuable; variety
nelson mandela,human_reference,human::elementary,0.8868621587753296,1.0385164589752227,-27.542194092827003,15.72724458204334,24.19018560894989,-1.2707678213605185,-3.691168091168109,-0.036218444100978874,african; current; history; racial; shared; state; transformed,achieve; act; address; change; class; commitment; comparable; continued; declining; equal; example; figure; given; global; human; ideal; inclusive; international; marked; minority; note; ordered; precisely; reconcile; reflection; seek; society; term; willingness,important; similar,racial; shared; transformed
nepal,human_reference,human::elementary,0.967197060585022,0.5336953307928409,-32.4736842105263,-0.34100930916218886,0.8902292768959228,-1.8655461367946806,-18.97007997007998,-0.007972374446362882,adult; both; central; demand; increase; increased; international; management; population; protection; published; survey; traditional; use,census; century; conflict; data; effective; increasing; numerous; parallel; significant; systematic; unit,decreasing; similar,adult; both; central; increase; international; management; population; protection; published
norwegian sun,human_reference,human::elementary,0.9730608463287354,0.35206113858380395,-7.25468164794006,5.72268270944744,10.050735578784327,-1.2900581079584938,-19.58464165298841,-0.019366921494581073,above; century; change; concentrated; couple; cycle; further; german; known; maintenance; movement; needed; strongly; total; view,access; equally; expected; following; generate; however; imagined; improved; initially; intervening; largely; need; ongoing; project; reported; rural; symbol; technology; waste,reflect; similar,century; change; concentrated; cycle; further; german; known; maintenance; movement; needed; strongly; total; view
obama,human_reference,human::elementary,0.8244173526763916,0.09956941437963107,-19.91329225352115,-4.737400530503976,-10.175169906748863,-3.1647686547480696,-16.169917269202983,-0.03328328328328328,both; change; climate; common; continued; critical; economic; emotional; ground; need,address; african; challenge; code; destructive; disillusionment; effect; establish; existing; expressed; failure; given; guiding; historically; individual; initially; level; period; policy; rejected; reported; required; resolve; seek; state; successful; sum; term; threatened; transform; widespread,example; reduce,change; climate; common; emotional; ground
old age,human_reference,human::elementary,0.8449956774711609,-0.08833968420159599,-15.91402714932127,-12.83202151643394,-10.612213584288043,-2.4824630946877733,-37.25133979203355,-0.08854501409007762,above; basic; compulsory; developing; generally; history; however; importance; independence; international; low; mean; need; population; proportion; report; similar; support; system; term,account; address; adequately; advocacy; affluence; application; appropriate; basis; benefit; calculated; chosen; comprise; contribute; crucial; data; demographic; developed; development; disadvantage; domestic; emerging; employment; enabling; environment; equal; example; expectancy; expected; general; given; global; group; hence; human; increased; increasingly; index; inevitably; lack; likely; limited; pioneering; policy; poverty; product; progressive; psychological; quality; relatively; robust; scarce; shift; significantly; sufficient; suggest; survey; universal; value; vulnerability; weight; weighting,african; failure; historically; important; percentage; study; useful,above; compulsory; developing; generally; history; however; importance; independence; international; low; mean; need; report; support; term
organs,human_reference,human::elementary,0.9103106260299683,0.3106357855561602,-13.90494623655917,3.329976689976661,2.495206055508845,-1.4591234830488133,-4.796174664256185,-0.05181936322287199,apply; assembly; card; explicitly; importantly; increase; need; representative; scheme; strongly; use,act; adopt; aim; association; assumption; concern; consent; coordinating; crucial; enduring; expressed; factor; further; however; improve; improved; inevitably; interest; knowledge; lack; participate; policy; population; potential; presumed; process; progress; provide; rate; refusal; response; result; role; society; specifically; substantially; system; working,assume; example; important; organizing; relative,apply; assembly; card; explicitly; importantly; representative; strongly; use
pope,human_reference,human::elementary,0.8370765447616577,-0.2283181117451904,12.875286415711969,-1.625100026673806,0.21742505217082453,-3.2086083581179885,-20.2193735582443,-0.023911917410526062,absolute; both; chosen; completed; following; german; likely; modern; particularly; present; psychological; published; representative; state; whole; word,accordingly; account; act; address; adequately; characteristically; condition; emerging; extent; fulfil; global; govern; ground; importance; incapacity; insufficient; necessary; organization; recognize; role; task; traditionally; within,cardinal; future; needed; short,absolute; both; completed; following; likely; modern; psychological; representative; state; whole; word
prince harry,human_reference,human::elementary,0.9194016456604004,0.1859848446188642,-17.665582303188046,-2.025085190039306,-4.6525766375063995,-3.089478539093946,-27.010331217138862,-0.019393503299606214,known; province; role; socially; uniform,acceptable; association; commentary; difficulty; embedded; example; exchange; given; ground; monitoring; necessary; particularly; relationship; report; rooted; support; therefore; understanding,compare,known; province; role; socially; uniform
rats,human_reference,human::elementary,0.9325035810470581,-0.2680410098261876,-4.742657342657367,-11.705843783296473,-11.6204453299286,-2.4900197044335,-13.190143939303354,-0.04165296791643103,above; activity; author; change; combination; communicate; communicating; communication; connected; control; coordinating; correctly; difference; direct; directly; electronic; further; future; important; individual; information; interacting; net; network; research; separate; sharing; study; task; technology; test; theory; trained; university,achieve; act; collaborate; complex; cortex; distinguish; distributed; dominate; emergent; enable; encode; established; ethics; institute; journal; known; link; linkage; motor; movement; multiple; potential; predict; provide; published; radical; region; required; resulting; reveal; scientific; separated; signal; transmission; transmitted; workable; working,connection; linking; process; received,author; combination; communicate; communicating; coordinating; direct; directly; further; individual; interacting; net; network; research; separate; sharing; study; theory; trained
richard iii,human_reference,human::elementary,0.757319986820221,0.6292650682375124,-25.18617886178862,6.149809160305324,8.802709847984147,-4.752337374969688,-28.86848919859878,-0.016848899476716958,descendant; evidence; expert; matching; society; technology; university; word; working,base; crucial; finding; further; history; human; identify; probable; project; range; research; ritual; unfolding; weighing,need; negative,matching; technology; word; working
