story_key,comparison_type,variant,semantic_similarity_sbert,delta_cli,delta_aoa,delta_concreteness,delta_imageability,delta_fk_grade,delta_mtld,delta_tier2_proxy_token_ratio,tier2_types_retained,tier2_types_removed,tier2_types_added,low_frequency_tier2_types_retained
anita,llm_simplification,openai::openai/gpt-5.2::chain_of_thought::temp=0.0,0.9572873115539551,0.3917364286425489,-25.097802197802196,0.7651627525589788,-0.6392857142857338,-1.7163069704407157,-6.6913084575253094,-0.019913707268503153,african; ancestry; asian; attitude; bridge; census; change; class; cultural; cycle; define; defined; discrimination; diversity; equality; explicit; image; inequality; lecturer; likely; link; mainstream; minority; natural; need; periphery; population; prejudice; racial; social; society; sound; statistics; successful; suggestive; support; university,apparent; complex; contrast; demographic; discussion; goal; however; important; largely; latent; predominantly; profoundly; project; publication; relatively; result,difference; harmful; known; low; mainly; present; published; reduced,ancestry; asian; attitude; bridge; census; cultural; cycle; define; defined; diversity; equality; explicit; inequality; lecturer; link; mainstream; minority; natural; periphery; prejudice; statistics; suggestive; support
anita,llm_simplification,openai::openai/gpt-5.2::chain_of_thought::temp=0.2,0.9540175199508667,0.5743108280691036,-31.16367521367522,3.1647026855667946,1.4303871415939966,-1.8906963241436898,-8.360266159695811,-0.034114811050977245,african; asian; attitude; bridge; census; class; defined; discrimination; diversity; equality; explicit; image; inequality; lecturer; likely; mainstream; minority; natural; need; periphery; population; racial; social; society; sound; statistics; successful; suggestive; support; university,ancestry; apparent; change; complex; contrast; cultural; cycle; define; demographic; discussion; goal; however; important; largely; latent; link; predominantly; prejudice; profoundly; project; publication; relatively; result,difference; known; linked; present; published; reduced,asian; attitude; bridge; census; defined; diversity; equality; explicit; inequality; lecturer; mainstream; minority; natural; periphery; statistics; suggestive; support
anita,llm_simplification,openai::openai/gpt-5.2::chain_of_thought::temp=0.5,0.9495590925216675,0.8587079098704877,-37.645701357466066,8.92524862373449,5.057631434076484,-1.7932329707138521,-18.48402919324802,-0.02271181316604942,african; ancestry; asian; bridge; census; change; class; defined; discrimination; diversity; equality; explicit; image; inequality; lecturer; likely; link; mainstream; minority; need; periphery; population; racial; society; sound; statistics; successful; support; university,apparent; attitude; complex; contrast; cultural; cycle; define; demographic; discussion; goal; however; important; largely; latent; natural; predominantly; prejudice; profoundly; project; publication; relatively; result; social; suggestive,difference; focus; group; known; low; mainly; perform; present; reduced; shared; subject,ancestry; asian; bridge; census; defined; diversity; equality; explicit; inequality; lecturer; mainstream; minority; periphery; statistics; successful; support
copyright,llm_simplification,openai::openai/gpt-5.2::zero_shot::temp=0.0,0.9211182594299316,0.5414520151882507,-31.418367346938794,1.7994008314990992,0.8886698686803811,-4.2542468414871095,6.91753497558193,-0.029465234659059134,analogue; article; author; collected; content; creative; data; dialogue; index; influence; intellectual; mp; need; poverty; science; society; technology,achieve; acquired; approach; creatively; critical; default; distribute; emerge; established; existing; form; group; highly; independent; level; principle; robust; scale; subject; technical,common; current; sharing; strongly,analogue; author; collected; data; dialogue; influence; intellectual; poverty; society; technology
copyright,llm_simplification,openai::openai/gpt-5.2::zero_shot::temp=0.2,0.9156556129455566,0.5558331455352366,-31.108695652173935,1.902252003315823,1.7143793501669506,-4.518795358624917,-7.884941050445832,-0.03377419831535393,analogue; article; author; collected; content; creative; data; dialogue; index; influence; intellectual; mp; need; science; technology,achieve; acquired; approach; creatively; critical; default; distribute; emerge; established; existing; form; group; highly; independent; level; poverty; principle; robust; scale; society; subject; technical,common; sharing; strongly; support; use,analogue; author; collected; data; dialogue; influence; intellectual; technology
copyright,llm_simplification,openai::openai/gpt-5.2::zero_shot::temp=0.5,0.9309318661689758,0.9495388096320979,-37.020833333333314,8.689589665653443,10.072045621365248,-4.300230179028134,7.792313856543757,-0.04096360340259378,analogue; article; author; collected; content; creative; data; dialogue; index; intellectual; mp; science; society; technology,achieve; acquired; approach; creatively; critical; default; distribute; emerge; established; existing; form; group; highly; independent; influence; level; need; poverty; principle; robust; scale; subject; technical,current; needed; sharing; strongly; support,analogue; author; collected; data; dialogue; intellectual; society; technology
copyright,llm_simplification,openai::openai/gpt-5.2::few_shot::temp=0.0,0.9250668287277222,0.29141747368346715,-18.620000000000005,-1.5354910445967107,1.43900584001085,-4.233440665307182,0.6572071137360354,-0.025671852899575673,analogue; article; author; collected; content; creative; critical; data; dialogue; distribute; index; influence; intellectual; mp; need; poverty; science; society; technology,achieve; acquired; approach; creatively; default; emerge; established; existing; form; group; highly; independent; level; principle; robust; scale; subject; technical,active; control; current; sharing; strongly,analogue; author; collected; critical; data; dialogue; distribute; influence; intellectual; poverty; society; technology
copyright,llm_simplification,openai::openai/gpt-5.2::few_shot::temp=0.2,0.9360634088516235,0.4234110984413546,-29.60638297872339,-1.9428599399556674,-0.0652682014725201,-3.669226738831842,4.4585435397436015,-0.024307486928468125,analogue; article; author; content; creative; dialogue; index; influence; intellectual; mp; poverty; science; society; technology,achieve; acquired; approach; collected; creatively; critical; data; default; distribute; emerge; established; existing; form; group; highly; independent; level; need; principle; robust; scale; subject; technical,affect; common; control; current; needed; published; sharing; strongly; support,analogue; author; dialogue; influence; intellectual; poverty; society; technology
copyright,llm_simplification,openai::openai/gpt-5.2::few_shot::temp=0.5,0.9321485757827759,0.6389848976461027,-22.939999999999998,5.80803852448696,8.28093506205056,-3.516158227666942,-4.51147136338605,-0.022743479334082994,analogue; article; author; collected; content; creative; data; dialogue; independent; index; influence; intellectual; mp; need; science; society; technology,achieve; acquired; approach; creatively; critical; default; distribute; emerge; established; existing; form; group; highly; level; poverty; principle; robust; scale; subject; technical,active; affect; control; current; sharing; strongly; support,analogue; author; collected; data; dialogue; independent; influence; intellectual; society; technology
copyright,llm_simplification,openai::openai/gpt-5.2::chain_of_thought::temp=0.0,0.956210732460022,0.24184546209776547,-18.69999999999999,-1.6609742441209505,-0.8768706922591036,-2.4646929304208207,-8.942922976289282,-0.023074450302173075,analogue; approach; article; author; collected; content; creative; data; dialogue; group; independent; index; influence; intellectual; mp; need; poverty; science; society; technology,achieve; acquired; creatively; critical; default; distribute; emerge; established; existing; form; highly; level; principle; robust; scale; subject; technical,active; affect; control; current; discuss; needed; strongly; support,analogue; approach; author; collected; data; dialogue; group; independent; influence; intellectual; poverty; society; technology
copyright,llm_simplification,openai::openai/gpt-5.2::chain_of_thought::temp=0.2,0.9736384153366089,-0.17044472121696397,-4.585106382978722,-8.04836714497776,-4.376523501485337,-3.772935646034,-3.8335840954645164,-0.01854794232738924,analogue; article; author; collected; content; creative; critical; data; dialogue; existing; group; independent; index; influence; intellectual; mp; need; poverty; science; society; technical,achieve; acquired; approach; creatively; default; distribute; emerge; established; form; highly; level; principle; robust; scale; subject; technology,affect; known; strongly; support; widespread; working,analogue; author; collected; critical; data; dialogue; existing; group; independent; influence; intellectual; poverty; society; technical
copyright,llm_simplification,openai::openai/gpt-5.2::chain_of_thought::temp=0.5,0.9388076663017273,0.308235214179051,-21.729166666666686,-1.0084622823984546,-0.5406443984629163,-3.7136477215937482,2.2027885937024507,-0.03002130921753593,analogue; article; author; content; creative; data; dialogue; group; independent; index; influence; intellectual; mp; need; poverty; science; society; technology,achieve; acquired; approach; collected; creatively; critical; default; distribute; emerge; established; existing; form; highly; level; principle; robust; scale; subject; technical,current; needed; sharing; strongly; support,analogue; author; data; dialogue; group; independent; influence; intellectual; poverty; society; technology
crowdfunding,llm_simplification,openai::openai/gpt-5.2::zero_shot::temp=0.0,0.8535059094429016,1.4905827621086736,-60.68555900621118,16.523146683538926,11.328412328412355,-4.618620915032679,19.096572785565016,-0.02650102979899366,activity; change; focused; ground; growth; international; project; successful; test; testing,access; alternative; card; commercially; complex; conventional; efficient; example; expansion; experience; finding; generate; innovative; invention; known; limited; production; rejected; transaction; use; validate; vital; weight; whole; within,common; goal; group; important; need; support,activity; change; focused; ground; growth; international; successful; testing
crowdfunding,llm_simplification,openai::openai/gpt-5.2::zero_shot::temp=0.2,0.8419408202171326,1.4837455220089186,-59.3132045088567,16.65463588399365,11.905487427226603,-3.8691784161135274,17.60692744338921,-0.01459140468508234,activity; card; change; focused; ground; international; invention; project; rejected; successful; test; testing; use; weight,access; alternative; commercially; complex; conventional; efficient; example; expansion; experience; finding; generate; growth; innovative; known; limited; production; transaction; validate; vital; whole; within,expanding; goal; group; important; product; sending; support,activity; card; change; focused; ground; international; rejected; successful; testing; weight
crowdfunding,llm_simplification,openai::openai/gpt-5.2::zero_shot::temp=0.5,0.894028902053833,1.2890550945115486,-52.91220735785953,14.880172252387183,8.948860845412582,-4.359090578819028,16.733459355018397,-0.018487480470971325,activity; card; change; efficient; focused; growth; international; invention; project; test; use,access; alternative; commercially; complex; conventional; example; expansion; experience; finding; generate; ground; innovative; known; limited; production; rejected; successful; testing; transaction; validate; vital; weight; whole; within,common; goal; group; important; need; sending; support; useful,activity; card; change; efficient; focused; growth; international; invention
crowdfunding,llm_simplification,openai::openai/gpt-5.2::few_shot::temp=0.0,0.8515619039535522,1.5199957134514899,-63.53158326497129,14.884430070622386,12.077656483597082,-5.194960589061363,2.0556912029772008,-0.005807839972611445,activity; card; change; efficient; focused; growth; international; invention; project; rejected; successful; test; use; weight,access; alternative; commercially; complex; conventional; example; expansion; experience; finding; generate; ground; innovative; known; limited; production; testing; transaction; validate; vital; whole; within,common; goal; group; important; need; process; product; sending; support; useful,activity; card; change; efficient; focused; growth; international; invention; rejected; successful
crowdfunding,llm_simplification,openai::openai/gpt-5.2::few_shot::temp=0.2,0.8633685111999512,1.2752041048946445,-45.55880256593014,16.434582491058904,12.371583668113658,-5.134293975503045,9.916886334354274,-0.021527047552284143,activity; card; change; complex; focused; international; invention; production; project; successful; test; testing; use,access; alternative; commercially; conventional; efficient; example; expansion; experience; finding; generate; ground; growth; innovative; known; limited; rejected; transaction; validate; vital; weight; whole; within,goal; group; important; product; sending; support; value; waste,activity; card; change; complex; focused; international; successful; testing
crowdfunding,llm_simplification,openai::openai/gpt-5.2::few_shot::temp=0.5,0.8360568881034851,0.7995327011741609,-30.366249078850444,10.107349244180341,6.5920302893987355,-3.5375124317768325,18.911746749601377,-0.007785820396422838,access; activity; card; change; focused; ground; growth; international; invention; production; project; rejected; successful; test; testing; transaction; use; weight,alternative; commercially; complex; conventional; efficient; example; expansion; experience; finding; generate; innovative; known; limited; validate; vital; whole; within,common; expanding; group; important; process; product; sending; support; useful; waste,access; activity; card; change; focused; ground; growth; international; invention; rejected; successful; testing; transaction; weight
crowdfunding,llm_simplification,openai::openai/gpt-5.2::chain_of_thought::temp=0.0,0.8718864917755127,1.021907503446106,-34.033248081841464,12.235609064335904,12.589735307758588,-3.3717056934527143,20.013013672496697,-0.01096715655761054,activity; card; change; efficient; example; experience; focused; ground; growth; international; invention; production; project; rejected; successful; test; testing; transaction; use; weight,access; alternative; commercially; complex; conventional; expansion; finding; generate; innovative; known; limited; validate; vital; whole; within,expanding; goal; group; important; interest; sending; support; useful; value; working,activity; card; change; efficient; example; experience; focused; ground; growth; international; rejected; successful; testing; transaction; weight
crowdfunding,llm_simplification,openai::openai/gpt-5.2::chain_of_thought::temp=0.2,0.8181875944137573,1.0913934867458268,-55.029453015427805,8.809980539338312,3.343941491986186,-4.727294161519023,20.80438323229967,-0.020365716729936367,activity; change; focused; ground; invention; project; successful; test; testing; use,access; alternative; card; commercially; complex; conventional; efficient; example; expansion; experience; finding; generate; growth; innovative; international; known; limited; production; rejected; transaction; validate; vital; weight; whole; within,expanding; goal; group; helpful; important; product; sending; shared; support; value; working,activity; change; focused; ground; successful; testing
crowdfunding,llm_simplification,openai::openai/gpt-5.2::chain_of_thought::temp=0.5,0.8601222038269043,0.9579543143765358,-42.24682274247493,10.634317660550437,4.8518518518519045,-4.430324594098405,9.13888432066544,-0.011413087438324025,activity; card; change; efficient; experience; focused; ground; international; invention; production; project; rejected; successful; test; testing; transaction; use; weight,access; alternative; commercially; complex; conventional; example; expansion; finding; generate; growth; innovative; known; limited; validate; vital; whole; within,common; expanding; goal; group; important; sending; support; user; value,activity; card; change; efficient; experience; focused; ground; international; invention; rejected; successful; testing; transaction; weight
everest,llm_simplification,openai::openai/gpt-5.2::zero_shot::temp=0.0,0.9631366729736328,-0.08186178513181322,-17.108663488410343,-10.157867494824018,-7.580358349583946,-2.582812720489411,-9.373132560622054,-0.03967086913141597,address; agriculture; base; challenge; change; changing; class; climate; condition; erosion; fixed; further; human; increased; language; level; need; region; waste; western,both; combination; completed; continued; degradation; demand; environmental; exponential; finding; flow; following; harvesting; identify; impact; include; infrastructure; modern; network; numerous; planning; potential; previous; provide; rapid; sector; sequence,effect; environment; needed,agriculture; challenge; class; condition; erosion; further; increased; language; need; western
everest,llm_simplification,openai::openai/gpt-5.2::zero_shot::temp=0.2,0.9586591124534607,-0.25341696114930334,-11.413829413829433,-12.850555241859581,-9.138207744168028,-3.020550391123077,-6.8569140564832765,-0.03613929929719403,address; agriculture; base; both; challenge; change; changing; class; climate; condition; erosion; fixed; further; human; increased; level; need; provide; region; waste; western,combination; completed; continued; degradation; demand; environmental; exponential; finding; flow; following; harvesting; identify; impact; include; infrastructure; language; modern; network; numerous; planning; potential; previous; rapid; sector; sequence,compare; conflict; environment; needed,agriculture; both; challenge; class; condition; erosion; further; increased; need; provide; western
everest,llm_simplification,openai::openai/gpt-5.2::zero_shot::temp=0.5,0.9679802656173706,-0.05152761041164958,-16.698874458874513,-8.44889579020014,-7.350350321527969,-3.085048841618786,-6.405308007610756,-0.03519933723748081,address; agriculture; base; both; challenge; change; changing; class; climate; condition; demand; erosion; fixed; further; human; level; modern; need; region; waste; western,combination; completed; continued; degradation; environmental; exponential; finding; flow; following; harvesting; identify; impact; include; increased; infrastructure; language; network; numerous; planning; potential; previous; provide; rapid; sector; sequence,entry; environment; growth; stress; working,agriculture; both; challenge; class; condition; demand; erosion; further; modern; need; western
everest,llm_simplification,openai::openai/gpt-5.2::few_shot::temp=0.0,0.9352233409881592,-0.15085826661219906,-13.994588744588782,-9.594061735366097,-9.062656144664345,-3.150243233500724,-6.033164848957398,-0.038782225990753635,base; both; challenge; change; changing; climate; condition; demand; erosion; fixed; human; language; level; region; waste; western,address; agriculture; class; combination; completed; continued; degradation; environmental; exponential; finding; flow; following; further; harvesting; identify; impact; include; increased; infrastructure; modern; need; network; numerous; planning; potential; previous; provide; rapid; sector; sequence,affect; compare; environment; example; farming; focus; skilled; study; trained,both; challenge; changing; condition; demand; erosion; language; western
everest,llm_simplification,openai::openai/gpt-5.2::few_shot::temp=0.2,0.9280142188072205,0.08395785152700111,-11.239576213260477,-3.0204983124875753,-1.6571380668958113,-2.898108413130984,-0.9621723089097571,-0.04032379404772652,base; change; changing; class; climate; demand; environmental; erosion; fixed; harvesting; human; increased; language; level; need; region; waste; western,address; agriculture; both; challenge; combination; completed; condition; continued; degradation; exponential; finding; flow; following; further; identify; impact; include; infrastructure; modern; network; numerous; planning; potential; previous; provide; rapid; sector; sequence,affect; effect; farming,changing; class; demand; environmental; erosion; harvesting; increased; language; need; western
everest,llm_simplification,openai::openai/gpt-5.2::few_shot::temp=0.5,0.9388189315795898,0.0006493103126684607,-9.373288873288914,-4.787945554249916,-2.672492028452325,-2.966302052458893,-7.866883815542678,-0.03465763489418132,address; agriculture; base; challenge; change; changing; class; climate; demand; environmental; erosion; finding; fixed; human; level; need; network; region; waste; western,both; combination; completed; condition; continued; degradation; exponential; flow; following; further; harvesting; identify; impact; include; increased; infrastructure; language; modern; numerous; planning; potential; previous; provide; rapid; sector; sequence,describe; effect; entry; growth; total,agriculture; challenge; class; demand; environmental; erosion; finding; need; network; western
everest,llm_simplification,openai::openai/gpt-5.2::chain_of_thought::temp=0.0,0.9552015066146851,-0.3537961835458665,-8.077922077922096,-13.182229123533489,-11.156172923423526,-2.9084272760992214,-6.368992203988583,-0.03622344180093838,address; agriculture; base; both; challenge; change; changing; class; climate; condition; continued; demand; environmental; erosion; finding; fixed; further; human; increased; language; level; need; region; waste; western,combination; completed; degradation; exponential; flow; following; harvesting; identify; impact; include; infrastructure; modern; network; numerous; planning; potential; previous; provide; rapid; sector; sequence,effect; working,agriculture; both; challenge; class; condition; continued; demand; environmental; erosion; finding; further; increased; language; need; western
everest,llm_simplification,openai::openai/gpt-5.2::chain_of_thought::temp=0.2,0.9411040544509888,-0.08890199106546534,-14.678283741574887,-8.552100532012503,-7.540601416910533,-2.945559504032744,2.1442444094033988,-0.031304134462029204,address; agriculture; base; both; challenge; change; changing; class; climate; condition; demand; environmental; fixed; further; human; increased; level; modern; need; planning; provide; region; waste; western,combination; completed; continued; degradation; erosion; exponential; finding; flow; following; harvesting; identify; impact; include; infrastructure; language; network; numerous; potential; previous; rapid; sector; sequence,compare; effect; entry; form; total,agriculture; both; challenge; class; condition; demand; environmental; further; increased; modern; need; planning; provide; western
everest,llm_simplification,openai::openai/gpt-5.2::chain_of_thought::temp=0.5,0.9617005586624146,-0.33186968219285595,-11.305028305028316,-14.130344202898584,-11.663973509933783,-2.9356147852253827,-2.837859747855049,-0.039668494607211266,address; agriculture; base; challenge; change; changing; class; climate; condition; continued; erosion; fixed; further; human; language; level; modern; need; network; region; waste; western,both; combination; completed; degradation; demand; environmental; exponential; finding; flow; following; harvesting; identify; impact; include; increased; infrastructure; numerous; planning; potential; previous; provide; rapid; sector; sequence,environment; needed; working,agriculture; challenge; class; condition; continued; erosion; further; language; modern; need; network; western
loterry,llm_simplification,openai::openai/gpt-5.2::zero_shot::temp=0.0,0.9226280450820923,0.659464782077384,-44.4083333333333,-2.6197567634649204,0.8035714285714448,-3.044544831329663,-11.206646139289873,-0.03261867815181936,economics; effect; employ; further; need; range; report; research; study; supported; table,analysis; anticipated; author; domestic; employed; existing; generating; however; likely; measurable; product; proportion; purchased; total; transform; use; voluntary,chosen; common; expected; important; working,economics; employ; need; range; report; research; supported; table
